,strategy,ticker,time window,commission,market,yearly avg performance strategy (%),yearly avg performance buy & hold (%)
2488,Random,V,2010-01-01/2023-01-01,0.3,XLK,11.892499999999998,22.615000000000006
2489,Random,VMC,2010-01-01/2023-01-01,0.3,XLB,5.5808333333333335,13.175833333333335
2490,Random,WAB,2010-01-01/2023-01-01,0.3,S&P 500,8.751666666666667,14.665000000000001
2491,Random,WBA,2010-01-01/2023-01-01,0.3,XLP,0.19333333333333322,4.2275
2492,Random,WMT,2010-01-01/2023-01-01,0.3,XLP,1.9816666666666665,8.743333333333332
2493,Random,WBD,2010-01-01/2023-01-01,0.3,S&P 500,2.9474999999999993,3.1158333333333323
2494,Random,WM,2010-01-01/2023-01-01,0.3,XLI,4.554166666666667,14.059166666666664
2495,Random,WAT,2010-01-01/2023-01-01,0.3,S&P 500,7.008333333333333,14.830833333333333
2496,Random,WEC,2010-01-01/2023-01-01,0.3,XLU,5.620833333333334,11.615000000000002
2497,Random,WFC,2010-01-01/2023-01-01,0.3,XLF,5.668333333333333,6.3825
2498,Random,WELL,2010-01-01/2023-01-01,0.3,XLRE,0.7649999999999997,6.1325
2499,Random,WST,2010-01-01/2023-01-01,0.3,S&P 500,10.758333333333333,28.62166666666667
2500,Random,WDC,2010-01-01/2023-01-01,0.3,S&P 500,-0.41250000000000026,8.4325
2501,Random,WRK,2010-01-01/2023-01-01,0.3,S&P 500,3.857142857142857,1.0657142857142854
2502,Random,WY,2010-01-01/2023-01-01,0.3,XLRE,3.770833333333334,3.029166666666667
2503,Random,WHR,2010-01-01/2023-01-01,0.3,XLY,0.21499999999999928,8.636666666666667
2504,Random,WMB,2010-01-01/2023-01-01,0.3,XLE,3.8958333333333344,9.21
2505,Random,WTW,2010-01-01/2023-01-01,0.3,S&P 500,2.9975,8.900833333333333
2506,Random,GWW,2010-01-01/2023-01-01,0.3,S&P 500,0.8566666666666668,15.068333333333333
2507,Random,WYNN,2010-01-01/2023-01-01,0.3,S&P 500,-0.5458333333333331,3.9666666666666663
2508,Random,XEL,2010-01-01/2023-01-01,0.3,XLU,4.930833333333333,10.360833333333334
2509,Random,XYL,2010-01-01/2023-01-01,0.3,XLI,4.6000000000000005,14.392727272727273
2510,Random,YUM,2010-01-01/2023-01-01,0.3,S&P 500,3.2125,12.711666666666666
2511,Random,ZBRA,2010-01-01/2023-01-01,0.3,S&P 500,18.441666666666666,27.566666666666666
2512,Random,ZBH,2010-01-01/2023-01-01,0.3,S&P 500,7.437499999999999,7.433333333333333
2513,Random,ZION,2010-01-01/2023-01-01,0.3,S&P 500,13.241666666666667,11.0625
2514,Random,ZTS,2010-01-01/2023-01-01,0.3,XLV,5.413333333333333,21.67
2515,MovingAverageCrossOver,MMM,2000-01-01/2010-01-01,0.3,XLI,3.647777777777778,4.438888888888887
2516,MovingAverageCrossOver,AOS,2000-01-01/2010-01-01,0.3,XLY,1.1011111111111114,9.638888888888888
2517,MovingAverageCrossOver,ABT,2000-01-01/2010-01-01,0.3,XLV,0.5288888888888886,3.0700000000000003
2518,MovingAverageCrossOver,ABBV,2000-01-01/2010-01-01,0.3,XLV,none,none
2519,MovingAverageCrossOver,ACN,2000-01-01/2010-01-01,0.3,XLK,7.697500000000001,9.25375
2520,MovingAverageCrossOver,ATVI,2000-01-01/2010-01-01,0.3,XLC,37.86666666666667,41.49444444444444
2521,MovingAverageCrossOver,ADM,2000-01-01/2010-01-01,0.3,XLP,11.273333333333335,15.056666666666665
2522,MovingAverageCrossOver,ADBE,2000-01-01/2010-01-01,0.3,XLK,-4.367777777777778,2.7144444444444447
2523,MovingAverageCrossOver,ADP,2000-01-01/2010-01-01,0.3,S&P 500,-5.010000000000001,-2.236666666666667
2524,MovingAverageCrossOver,AAP,2000-01-01/2010-01-01,0.3,S&P 500,1.0387499999999994,14.6175
2525,MovingAverageCrossOver,AES,2000-01-01/2010-01-01,0.3,XLU,23.288888888888888,-0.5099999999999985
2526,MovingAverageCrossOver,AFL,2000-01-01/2010-01-01,0.3,S&P 500,4.665555555555556,4.666666666666667
2527,MovingAverageCrossOver,A,2000-01-01/2010-01-01,0.3,XLV,-1.1400000000000012,-8.246666666666666
2528,MovingAverageCrossOver,APD,2000-01-01/2010-01-01,0.3,XLB,9.146666666666668,9.36
2529,MovingAverageCrossOver,AKAM,2000-01-01/2010-01-01,0.3,S&P 500,28.166666666666668,28.23777777777778
2530,MovingAverageCrossOver,ALK,2000-01-01/2010-01-01,0.3,S&P 500,-1.0522222222222222,-0.44555555555555554
2531,MovingAverageCrossOver,ALB,2000-01-01/2010-01-01,0.3,XLB,10.51888888888889,14.274444444444448
2532,MovingAverageCrossOver,ARE,2000-01-01/2010-01-01,0.3,XLRE,5.675555555555556,7.103333333333334
2533,MovingAverageCrossOver,ALGN,2000-01-01/2010-01-01,0.3,S&P 500,26.682499999999997,33.48625
2534,MovingAverageCrossOver,ALLE,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2535,MovingAverageCrossOver,LNT,2000-01-01/2010-01-01,0.3,XLU,4.505555555555556,0.6666666666666674
2536,MovingAverageCrossOver,ALL,2000-01-01/2010-01-01,0.3,S&P 500,8.802222222222222,1.7366666666666677
2537,MovingAverageCrossOver,GOOGL,2000-01-01/2010-01-01,0.3,XLC,28.163999999999998,28.550000000000004
2538,MovingAverageCrossOver,GOOG,2000-01-01/2010-01-01,0.3,XLC,28.163999999999998,28.550000000000004
2539,MovingAverageCrossOver,MO,2000-01-01/2010-01-01,0.3,XLP,-2.225555555555554,2.4788888888888883
2540,MovingAverageCrossOver,AMZN,2000-01-01/2010-01-01,0.3,XLC,12.87888888888889,22.565555555555555
2541,MovingAverageCrossOver,AMCR,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2542,MovingAverageCrossOver,AMD,2000-01-01/2010-01-01,0.3,XLK,4.73,-9.354444444444447
2543,MovingAverageCrossOver,AEE,2000-01-01/2010-01-01,0.3,XLU,-1.0455555555555562,-2.405555555555555
2544,MovingAverageCrossOver,AAL,2000-01-01/2010-01-01,0.3,S&P 500,-1.3475000000000001,-23.9825
2545,MovingAverageCrossOver,AEP,2000-01-01/2010-01-01,0.3,XLU,4.832222222222223,0.2333333333333331
2546,MovingAverageCrossOver,AXP,2000-01-01/2010-01-01,0.3,XLF,1.2611111111111115,-3.5555555555555562
2547,MovingAverageCrossOver,AIG,2000-01-01/2010-01-01,0.3,XLF,1.9877777777777779,-18.602222222222224
2548,MovingAverageCrossOver,AMT,2000-01-01/2010-01-01,0.3,XLRE,20.56555555555555,20.01222222222222
2549,MovingAverageCrossOver,AWK,2000-01-01/2010-01-01,0.3,XLU,-15.83,-5.67
2550,MovingAverageCrossOver,AMP,2000-01-01/2010-01-01,0.3,S&P 500,13.417499999999999,-3.379999999999999
2551,MovingAverageCrossOver,ABC,2000-01-01/2010-01-01,0.3,S&P 500,8.14111111111111,14.84222222222222
2552,MovingAverageCrossOver,AME,2000-01-01/2010-01-01,0.3,XLI,16.595555555555556,21.024444444444445
2553,MovingAverageCrossOver,AMGN,2000-01-01/2010-01-01,0.3,XLV,-3.83,-0.8766666666666668
2554,MovingAverageCrossOver,APH,2000-01-01/2010-01-01,0.3,XLK,2.9600000000000004,12.974444444444446
2555,MovingAverageCrossOver,ADI,2000-01-01/2010-01-01,0.3,XLK,-4.734444444444445,-9.463333333333331
2556,MovingAverageCrossOver,ANSS,2000-01-01/2010-01-01,0.3,S&P 500,24.03222222222222,33.101111111111116
2557,MovingAverageCrossOver,AON,2000-01-01/2010-01-01,0.3,XLF,0.41222222222222193,3.7799999999999994
2558,MovingAverageCrossOver,APA,2000-01-01/2010-01-01,0.3,XLE,21.026666666666667,17.07222222222222
2559,MovingAverageCrossOver,AAPL,2000-01-01/2010-01-01,0.3,XLK,25.234444444444442,37.43111111111111
2560,MovingAverageCrossOver,AMAT,2000-01-01/2010-01-01,0.3,XLK,-4.903333333333332,-10.448888888888888
2561,MovingAverageCrossOver,APTV,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2562,MovingAverageCrossOver,ACGL,2000-01-01/2010-01-01,0.3,S&P 500,16.52,18.344444444444445
2563,MovingAverageCrossOver,ANET,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2564,MovingAverageCrossOver,AJG,2000-01-01/2010-01-01,0.3,S&P 500,-0.5577777777777775,1.018888888888889
2565,MovingAverageCrossOver,AIZ,2000-01-01/2010-01-01,0.3,S&P 500,13.55,6.944
2566,MovingAverageCrossOver,T,2000-01-01/2010-01-01,0.3,XLC,1.8966666666666663,-4.263333333333333
2567,MovingAverageCrossOver,ATO,2000-01-01/2010-01-01,0.3,XLU,-0.6044444444444443,3.4655555555555555
2568,MovingAverageCrossOver,ADSK,2000-01-01/2010-01-01,0.3,S&P 500,25.134444444444444,20.799999999999997
2569,MovingAverageCrossOver,AZO,2000-01-01/2010-01-01,0.3,XLY,14.187777777777779,24.59111111111111
2570,MovingAverageCrossOver,AVB,2000-01-01/2010-01-01,0.3,XLRE,9.527777777777779,7.484444444444443
2571,MovingAverageCrossOver,AVY,2000-01-01/2010-01-01,0.3,S&P 500,-7.9011111111111125,-5.895555555555556
2572,MovingAverageCrossOver,AXON,2000-01-01/2010-01-01,0.3,S&P 500,113.07625,101.5925
2573,MovingAverageCrossOver,BKR,2000-01-01/2010-01-01,0.3,XLE,1.3555555555555543,4.932222222222221
2574,MovingAverageCrossOver,BALL,2000-01-01/2010-01-01,0.3,S&P 500,16.253333333333334,22.927777777777777
2575,MovingAverageCrossOver,BAC,2000-01-01/2010-01-01,0.3,XLF,6.1944444444444455,-2.422222222222222
2576,MovingAverageCrossOver,BBWI,2000-01-01/2010-01-01,0.3,S&P 500,-4.226666666666667,-2.618888888888889
2577,MovingAverageCrossOver,BAX,2000-01-01/2010-01-01,0.3,XLV,9.614444444444446,7.387777777777779
2578,MovingAverageCrossOver,BDX,2000-01-01/2010-01-01,0.3,S&P 500,5.295555555555556,11.305555555555557
2579,MovingAverageCrossOver,WRB,2000-01-01/2010-01-01,0.3,S&P 500,16.015555555555554,22.407777777777774
2580,MovingAverageCrossOver,BRK.B,2000-01-01/2010-01-01,0.3,XLF,none,none
2581,MovingAverageCrossOver,BBY,2000-01-01/2010-01-01,0.3,XLY,0.7288888888888889,4.624444444444444
2582,MovingAverageCrossOver,BIO,2000-01-01/2010-01-01,0.3,S&P 500,16.483333333333334,25.151111111111113
2583,MovingAverageCrossOver,TECH,2000-01-01/2010-01-01,0.3,S&P 500,3.7377777777777776,5.383333333333334
2584,MovingAverageCrossOver,BIIB,2000-01-01/2010-01-01,0.3,XLV,-4.680000000000001,4.663333333333333
2585,MovingAverageCrossOver,BLK,2000-01-01/2010-01-01,0.3,XLF,16.59777777777778,22.793333333333333
2586,MovingAverageCrossOver,BK,2000-01-01/2010-01-01,0.3,XLF,-3.5344444444444445,-4.887777777777777
2587,MovingAverageCrossOver,BA,2000-01-01/2010-01-01,0.3,XLI,9.925555555555555,2.903333333333333
2588,MovingAverageCrossOver,BKNG,2000-01-01/2010-01-01,0.3,XLY,12.375555555555556,14.93222222222222
2589,MovingAverageCrossOver,BWA,2000-01-01/2010-01-01,0.3,S&P 500,4.825555555555557,15.5
2590,MovingAverageCrossOver,BXP,2000-01-01/2010-01-01,0.3,XLRE,6.2544444444444425,6.865555555555555
2591,MovingAverageCrossOver,BSX,2000-01-01/2010-01-01,0.3,XLV,11.882222222222218,6.195555555555553
2592,MovingAverageCrossOver,BMY,2000-01-01/2010-01-01,0.3,XLV,-4.642222222222222,-7.993333333333335
2593,MovingAverageCrossOver,AVGO,2000-01-01/2010-01-01,0.3,XLK,,
2594,MovingAverageCrossOver,BR,2000-01-01/2010-01-01,0.3,S&P 500,-11.975000000000001,-2.855
2595,MovingAverageCrossOver,BRO,2000-01-01/2010-01-01,0.3,S&P 500,8.335555555555553,16.836666666666662
2596,MovingAverageCrossOver,BF.B,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2597,MovingAverageCrossOver,BG,2000-01-01/2010-01-01,0.3,S&P 500,15.077499999999999,19.235
2598,MovingAverageCrossOver,CHRW,2000-01-01/2010-01-01,0.3,S&P 500,11.06,17.983333333333334
2599,MovingAverageCrossOver,CDNS,2000-01-01/2010-01-01,0.3,S&P 500,-1.9677777777777778,-9.826666666666666
2600,MovingAverageCrossOver,CZR,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2601,MovingAverageCrossOver,CPT,2000-01-01/2010-01-01,0.3,S&P 500,4.5566666666666675,3.4000000000000004
2602,MovingAverageCrossOver,CPB,2000-01-01/2010-01-01,0.3,S&P 500,-1.6611111111111112,0.9166666666666665
2603,MovingAverageCrossOver,COF,2000-01-01/2010-01-01,0.3,XLF,-4.52111111111111,-3.3388888888888895
2604,MovingAverageCrossOver,CAH,2000-01-01/2010-01-01,0.3,S&P 500,-0.13333333333333405,-1.6422222222222236
2605,MovingAverageCrossOver,KMX,2000-01-01/2010-01-01,0.3,S&P 500,44.52333333333333,45.76888888888888
2606,MovingAverageCrossOver,CCL,2000-01-01/2010-01-01,0.3,S&P 500,0.4300000000000003,2.5266666666666673
2607,MovingAverageCrossOver,CARR,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2608,MovingAverageCrossOver,CTLT,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2609,MovingAverageCrossOver,CAT,2000-01-01/2010-01-01,0.3,XLI,13.19222222222222,11.655555555555555
2610,MovingAverageCrossOver,CBOE,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2611,MovingAverageCrossOver,CBRE,2000-01-01/2010-01-01,0.3,XLRE,13.448000000000002,18.236
2612,MovingAverageCrossOver,CDW,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2613,MovingAverageCrossOver,CE,2000-01-01/2010-01-01,0.3,S&P 500,16.052500000000002,13.075
2614,MovingAverageCrossOver,CNC,2000-01-01/2010-01-01,0.3,S&P 500,8.92125,17.8575
2615,MovingAverageCrossOver,CNP,2000-01-01/2010-01-01,0.3,S&P 500,3.856666666666666,-3.826666666666668
2616,MovingAverageCrossOver,CDAY,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2617,MovingAverageCrossOver,CF,2000-01-01/2010-01-01,0.3,XLB,57.137499999999996,76.8775
2618,MovingAverageCrossOver,CRL,2000-01-01/2010-01-01,0.3,S&P 500,0.6511111111111106,5.064444444444446
2619,MovingAverageCrossOver,SCHW,2000-01-01/2010-01-01,0.3,XLF,-5.078888888888888,-3.209999999999999
2620,MovingAverageCrossOver,CHTR,2000-01-01/2010-01-01,0.3,XLC,none,none
2621,MovingAverageCrossOver,CVX,2000-01-01/2010-01-01,0.3,XLE,6.63111111111111,7.198888888888888
2622,MovingAverageCrossOver,CMG,2000-01-01/2010-01-01,0.3,XLY,28.386666666666667,18.296666666666667
2623,MovingAverageCrossOver,CB,2000-01-01/2010-01-01,0.3,XLF,0.2700000000000001,6.324444444444444
2624,MovingAverageCrossOver,CHD,2000-01-01/2010-01-01,0.3,XLP,10.878888888888888,18.28
2625,MovingAverageCrossOver,CI,2000-01-01/2010-01-01,0.3,XLV,12.602222222222222,2.4833333333333325
2626,MovingAverageCrossOver,CINF,2000-01-01/2010-01-01,0.3,S&P 500,-2.9677777777777776,-2.191111111111111
2627,MovingAverageCrossOver,CTAS,2000-01-01/2010-01-01,0.3,S&P 500,-11.938888888888888,-4.185555555555556
2628,MovingAverageCrossOver,CSCO,2000-01-01/2010-01-01,0.3,XLK,-5.144444444444446,-5.463333333333334
2629,MovingAverageCrossOver,C,2000-01-01/2010-01-01,0.3,XLF,-5.845555555555555,-15.393333333333336
2630,MovingAverageCrossOver,CFG,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2631,MovingAverageCrossOver,CLX,2000-01-01/2010-01-01,0.3,XLP,-3.9044444444444437,4.201111111111111
2632,MovingAverageCrossOver,CME,2000-01-01/2010-01-01,0.3,XLF,49.512857142857136,42.097142857142856
2633,MovingAverageCrossOver,CMS,2000-01-01/2010-01-01,0.3,XLU,5.853333333333334,-1.0255555555555558
2634,MovingAverageCrossOver,KO,2000-01-01/2010-01-01,0.3,XLP,0.9855555555555556,-0.9033333333333332
2635,MovingAverageCrossOver,CTSH,2000-01-01/2010-01-01,0.3,XLK,17.72888888888889,31.85111111111111
2636,MovingAverageCrossOver,CL,2000-01-01/2010-01-01,0.3,XLP,-1.6844444444444453,2.887777777777778
2637,MovingAverageCrossOver,CMCSA,2000-01-01/2010-01-01,0.3,XLC,-0.6666666666666666,-4.343333333333333
2638,MovingAverageCrossOver,CMA,2000-01-01/2010-01-01,0.3,S&P 500,2.7800000000000002,-5.66
2639,MovingAverageCrossOver,CAG,2000-01-01/2010-01-01,0.3,XLP,-0.38444444444444453,-0.1722222222222226
2640,MovingAverageCrossOver,COP,2000-01-01/2010-01-01,0.3,XLE,7.316666666666667,9.47888888888889
2641,MovingAverageCrossOver,ED,2000-01-01/2010-01-01,0.3,XLU,-1.4877777777777783,2.4166666666666665
2642,MovingAverageCrossOver,STZ,2000-01-01/2010-01-01,0.3,XLP,7.141111111111111,12.577777777777776
2643,MovingAverageCrossOver,CEG,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2644,MovingAverageCrossOver,COO,2000-01-01/2010-01-01,0.3,S&P 500,6.821111111111111,10.288888888888888
2645,MovingAverageCrossOver,CPRT,2000-01-01/2010-01-01,0.3,S&P 500,14.073333333333332,17.959999999999997
2646,MovingAverageCrossOver,GLW,2000-01-01/2010-01-01,0.3,S&P 500,18.39222222222222,1.0033333333333334
2647,MovingAverageCrossOver,CTVA,2000-01-01/2010-01-01,0.3,XLB,none,none
2648,MovingAverageCrossOver,CSGP,2000-01-01/2010-01-01,0.3,S&P 500,-5.713333333333333,4.513333333333333
2649,MovingAverageCrossOver,COST,2000-01-01/2010-01-01,0.3,XLP,0.10777777777777775,3.467777777777778
2650,MovingAverageCrossOver,CTRA,2000-01-01/2010-01-01,0.3,S&P 500,16.731111111111108,22.61777777777778
2651,MovingAverageCrossOver,CCI,2000-01-01/2010-01-01,0.3,XLRE,15.858888888888892,12.99888888888889
2652,MovingAverageCrossOver,CSX,2000-01-01/2010-01-01,0.3,XLI,16.543333333333337,16.135555555555555
2653,MovingAverageCrossOver,CMI,2000-01-01/2010-01-01,0.3,XLB,12.485555555555553,21.924444444444447
2654,MovingAverageCrossOver,CVS,2000-01-01/2010-01-01,0.3,XLV,8.868888888888888,6.773333333333333
2655,MovingAverageCrossOver,DHI,2000-01-01/2010-01-01,0.3,XLY,12.145555555555559,17.275555555555556
2656,MovingAverageCrossOver,DHR,2000-01-01/2010-01-01,0.3,XLV,6.25,11.172222222222222
2657,MovingAverageCrossOver,DRI,2000-01-01/2010-01-01,0.3,S&P 500,7.07,14.183333333333334
2658,MovingAverageCrossOver,DVA,2000-01-01/2010-01-01,0.3,S&P 500,27.90555555555555,39.25555555555556
2659,MovingAverageCrossOver,DE,2000-01-01/2010-01-01,0.3,XLI,3.1655555555555557,11.864444444444445
2660,MovingAverageCrossOver,DAL,2000-01-01/2010-01-01,0.3,XLI,-43.94499999999999,-34.79
2661,MovingAverageCrossOver,XRAY,2000-01-01/2010-01-01,0.3,S&P 500,12.847777777777777,13.72888888888889
2662,MovingAverageCrossOver,DVN,2000-01-01/2010-01-01,0.3,XLE,17.237777777777776,13.37111111111111
2663,MovingAverageCrossOver,DXCM,2000-01-01/2010-01-01,0.3,S&P 500,5.109999999999999,-14.445
2664,MovingAverageCrossOver,FANG,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2665,MovingAverageCrossOver,DLR,2000-01-01/2010-01-01,0.3,XLRE,17.486,27.384000000000004
2666,MovingAverageCrossOver,DFS,2000-01-01/2010-01-01,0.3,XLF,-7.365,-28.275
2667,MovingAverageCrossOver,DIS,2000-01-01/2010-01-01,0.3,XLC,-2.6266666666666665,-2.671111111111111
2668,MovingAverageCrossOver,DG,2000-01-01/2010-01-01,0.3,XLY,,
2669,MovingAverageCrossOver,DLTR,2000-01-01/2010-01-01,0.3,XLY,1.1711111111111112,4.392222222222222
2670,MovingAverageCrossOver,D,2000-01-01/2010-01-01,0.3,XLU,3.9055555555555563,4.557777777777777
2671,MovingAverageCrossOver,DPZ,2000-01-01/2010-01-01,0.3,S&P 500,-1.6320000000000008,-7.638000000000001
2672,MovingAverageCrossOver,DOV,2000-01-01/2010-01-01,0.3,XLI,-2.8255555555555554,-1.9988888888888892
2673,MovingAverageCrossOver,DOW,2000-01-01/2010-01-01,0.3,XLB,none,none
2674,MovingAverageCrossOver,DTE,2000-01-01/2010-01-01,0.3,XLU,2.8155555555555556,0.7966666666666673
2675,MovingAverageCrossOver,DUK,2000-01-01/2010-01-01,0.3,XLU,4.17,0.09111111111111153
2676,MovingAverageCrossOver,DD,2000-01-01/2010-01-01,0.3,XLB,4.318888888888889,-3.768888888888889
2677,MovingAverageCrossOver,DXC,2000-01-01/2010-01-01,0.3,S&P 500,-5.9433333333333325,-3.5233333333333334
2678,MovingAverageCrossOver,EMN,2000-01-01/2010-01-01,0.3,XLB,2.8700000000000006,1.3733333333333329
2679,MovingAverageCrossOver,ETN,2000-01-01/2010-01-01,0.3,XLI,-3.401111111111111,7.84
2680,MovingAverageCrossOver,EBAY,2000-01-01/2010-01-01,0.3,XLY,14.566666666666666,6.711111111111113
2681,MovingAverageCrossOver,ECL,2000-01-01/2010-01-01,0.3,XLB,7.786666666666666,9.17
2682,MovingAverageCrossOver,EIX,2000-01-01/2010-01-01,0.3,XLU,10.061111111111112,9.164444444444445
2683,MovingAverageCrossOver,EW,2000-01-01/2010-01-01,0.3,S&P 500,7.446666666666666,15.34
2684,MovingAverageCrossOver,EA,2000-01-01/2010-01-01,0.3,XLC,-2.257777777777777,3.54
2685,MovingAverageCrossOver,ELV,2000-01-01/2010-01-01,0.3,S&P 500,8.031250000000002,12.38125
2686,MovingAverageCrossOver,LLY,2000-01-01/2010-01-01,0.3,XLV,-7.51111111111111,-8.207777777777778
2687,MovingAverageCrossOver,EMR,2000-01-01/2010-01-01,0.3,XLI,4.4911111111111115,2.6899999999999995
2688,MovingAverageCrossOver,ENPH,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2689,MovingAverageCrossOver,ETR,2000-01-01/2010-01-01,0.3,XLU,9.135555555555555,12.546666666666669
2690,MovingAverageCrossOver,EOG,2000-01-01/2010-01-01,0.3,XLE,21.216666666666665,23.045555555555556
2691,MovingAverageCrossOver,EPAM,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2692,MovingAverageCrossOver,EQT,2000-01-01/2010-01-01,0.3,XLE,16.246666666666666,14.865555555555558
2693,MovingAverageCrossOver,EFX,2000-01-01/2010-01-01,0.3,S&P 500,-2.4377777777777774,1.3966666666666658
2694,MovingAverageCrossOver,EQIX,2000-01-01/2010-01-01,0.3,XLRE,7.843333333333334,9.524444444444445
2695,MovingAverageCrossOver,EQR,2000-01-01/2010-01-01,0.3,XLRE,1.7444444444444447,2.8655555555555545
2696,MovingAverageCrossOver,ESS,2000-01-01/2010-01-01,0.3,XLRE,4.906666666666666,7.123333333333333
2697,MovingAverageCrossOver,EL,2000-01-01/2010-01-01,0.3,XLP,-1.2966666666666662,-1.7655555555555555
2698,MovingAverageCrossOver,ETSY,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2699,MovingAverageCrossOver,EG,2000-01-01/2010-01-01,0.3,S&P 500,8.094444444444443,10.017777777777777
2700,MovingAverageCrossOver,EVRG,2000-01-01/2010-01-01,0.3,S&P 500,5.565555555555557,2.214444444444444
2701,MovingAverageCrossOver,ES,2000-01-01/2010-01-01,0.3,XLU,-4.16,1.806666666666666
2702,MovingAverageCrossOver,EXC,2000-01-01/2010-01-01,0.3,XLU,15.644444444444446,10.63
2703,MovingAverageCrossOver,EXPE,2000-01-01/2010-01-01,0.3,S&P 500,13.405,-1.7925000000000009
2704,MovingAverageCrossOver,EXPD,2000-01-01/2010-01-01,0.3,S&P 500,3.4311111111111114,14.367777777777778
2705,MovingAverageCrossOver,EXR,2000-01-01/2010-01-01,0.3,XLRE,4.321999999999999,-6.232
2706,MovingAverageCrossOver,XOM,2000-01-01/2010-01-01,0.3,XLE,7.345555555555555,7.275555555555554
2707,MovingAverageCrossOver,FFIV,2000-01-01/2010-01-01,0.3,S&P 500,-1.7866666666666664,14.949999999999998
2708,MovingAverageCrossOver,FDS,2000-01-01/2010-01-01,0.3,S&P 500,-6.555555555555555,12.163333333333334
2709,MovingAverageCrossOver,FICO,2000-01-01/2010-01-01,0.3,S&P 500,7.887777777777777,7.7700000000000005
2710,MovingAverageCrossOver,FAST,2000-01-01/2010-01-01,0.3,S&P 500,6.795555555555556,12.43222222222222
2711,MovingAverageCrossOver,FRT,2000-01-01/2010-01-01,0.3,XLRE,7.2299999999999995,13.81777777777778
2712,MovingAverageCrossOver,FDX,2000-01-01/2010-01-01,0.3,XLI,0.773333333333333,6.9588888888888905
2713,MovingAverageCrossOver,FITB,2000-01-01/2010-01-01,0.3,XLF,4.841111111111111,-13.974444444444446
2714,MovingAverageCrossOver,FSLR,2000-01-01/2010-01-01,0.3,S&P 500,123.19333333333333,116.29333333333334
2715,MovingAverageCrossOver,FE,2000-01-01/2010-01-01,0.3,XLU,8.007777777777777,8.32
2716,MovingAverageCrossOver,FIS,2000-01-01/2010-01-01,0.3,S&P 500,4.73,-1.96875
2717,MovingAverageCrossOver,FI,2000-01-01/2010-01-01,0.3,S&P 500,0.6088888888888889,4.478888888888888
2718,MovingAverageCrossOver,FLT,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2719,MovingAverageCrossOver,FMC,2000-01-01/2010-01-01,0.3,XLB,16.255555555555553,12.205555555555554
2720,MovingAverageCrossOver,F,2000-01-01/2010-01-01,0.3,XLY,-4.097777777777778,-12.363333333333333
2721,MovingAverageCrossOver,FTNT,2000-01-01/2010-01-01,0.3,S&P 500,,
2722,MovingAverageCrossOver,FTV,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2723,MovingAverageCrossOver,FOXA,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2724,MovingAverageCrossOver,FOX,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2725,MovingAverageCrossOver,BEN,2000-01-01/2010-01-01,0.3,S&P 500,8.997777777777777,12.004444444444443
2726,MovingAverageCrossOver,FCX,2000-01-01/2010-01-01,0.3,XLB,14.00111111111111,23.185555555555556
2727,MovingAverageCrossOver,GRMN,2000-01-01/2010-01-01,0.3,S&P 500,20.686666666666667,21.08888888888889
2728,MovingAverageCrossOver,IT,2000-01-01/2010-01-01,0.3,S&P 500,8.120000000000001,5.504444444444445
2729,MovingAverageCrossOver,GEHC,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2730,MovingAverageCrossOver,GEN,2000-01-01/2010-01-01,0.3,S&P 500,1.5511111111111096,14.009999999999998
2731,MovingAverageCrossOver,GNRC,2000-01-01/2010-01-01,0.3,S&P 500,none,none
2732,MovingAverageCrossOver,GD,2000-01-01/2010-01-01,0.3,XLI,9.832222222222223,9.843333333333334
2733,MovingAverageCrossOver,GE,2000-01-01/2010-01-01,0.3,XLI,-1.5555555555555551,-11.195555555555556
2734,MovingAverageCrossOver,GIS,2000-01-01/2010-01-01,0.3,XLP,2.6611111111111114,5.733333333333333
2735,MovingAverageCrossOver,GM,2000-01-01/2010-01-01,0.3,XLY,none,none
2736,MovingAverageCrossOver,GPC,2000-01-01/2010-01-01,0.3,S&P 500,3.427777777777779,6.347777777777777
2737,MovingAverageCrossOver,GILD,2000-01-01/2010-01-01,0.3,XLV,14.671111111111113,29.87222222222222
2738,MovingAverageCrossOver,GL,2000-01-01/2010-01-01,0.3,S&P 500,8.664444444444445,5.6288888888888895
